90	Ἑρμῆ	Ἑρμῆ	Ἑρμῆ
90	,	,	,
90	φύλασσε	φύλασσε	φύλασσε
90	·	·	·
90	κάρτα	κάρτα	κάρτα
90	δʼ	δ'	δ'
90	ὢν	ὢν	ὢν
90	ἐπώνυμος	ἐπώνυμος	ἐπώνυμος
91	πομπαῖος	πομπαῖος	πομπαῖος
91	ἴσθι	ἴσθι	ἴσθι
91	,	,	,
91	τόνδε	τόνδε	τόνδε
91	ποιμαίνων	ποιμαίνων	ποιμαίνων
91	ἐμὸν	ἐμὸν	ἐμὸν
92	ἱκέτην	ἱκέτην	ἱκέτην
92	—	-	-
92	σέβει	σέβει	σέβει
92	τοι	τοι	τοι
92	Ζεὺς	Ζεὺς	Ζεὺς
92	τόδʼ	τόδ'	τόδ'
92	ἐκνόμων	ἐκνόμων	ἐκνόμων
92	σέβας	σέβας	σέβας
92	—	-	-
93	ὁρμώμενον	ὁρμώμενον	ὁρμώμενον
93	βροτοῖσιν	βροτοῖσιν	βροτοῖσιν
93	εὐπόμπῳ	εὐπόμπῳ	εὐπόμπῳ
93	τύχῃ	τύχῃ	τύχῃ
93	.	.	.
94	εὕδοιτʼ	εὕδοιτ'	εὕδοιτ'
94	ἄν	ἄν	ἄν
94	,	,	,
94	ὠή	ὠή	ὠή
94	,	,	,
94	καὶ	καὶ	καὶ
94	καθευδουσῶν	καθευδουσῶν	καθευδουσῶν
94	τί	τί	τί
94	δεῖ	δεῖ	δεῖ
94	;	;	;
95	ἐγὼ	ἐγὼ	ἐγὼ
95	δʼ	δ'	δ'
95	ὑφʼ	ὑφ'	ὑφ'
95	ὑμῶν	ὑμῶν	ὑμῶν
95	ὧδʼ	ὧδ'	ὧδ'
95	ἀπητιμασμένη	ἀπητιμασμένη	ἀπητιμασμένη
96	ἄλλοισιν	ἄλλοισιν	ἄλλοισιν
96	ἐν	ἐν	ἐν
96	νεκροῖσιν	νεκροῖσιν	νεκροῖσιν
96	,	,	,
96	ὧν	ὧν	ὧν
96	μὲν	μὲν	μὲν
96	ἔκτανον	ἔκτανον	ἔκτανον
97	ὄνειδος	ὄνειδος	ὄνειδος
97	ἐν	ἐν	ἐν
97	φθιτοῖσιν	φθιτοῖσιν	φθιτοῖσιν
97	οὐκ	οὐκ	οὐκ
97	ἐκλείπεται	ἐκλείπεται	ἐκλείπεται
97	,	,	,
98	αἰσχρῶς	αἰσχρῶς	αἰσχρῶς
98	δʼ	δ'	δ'
98	ἀλῶμαι	ἀλῶμαι	ἀλῶμαι
98	·	·	·
98	προυννέπω	προυννέπω	προυννέπω
98	δʼ	δ'	δ'
98	ὑμῖν	ὑμῖν	ὑμῖν
98	ὅτι	ὅτι	ὅτι
99	ἔχω	ἔχω	ἔχω
99	μεγίστην	μεγίστην	μεγίστην
99	αἰτίαν	αἰτίαν	αἰτίαν
99	κείνων	κείνων	κείνων
99	ὕπο	ὕπο	ὕπο
99	·	·	·
100	παθοῦσα	παθοῦσα	παθοῦσα
100	δʼ	δ'	δ'
100	οὕτω	οὕτω	οὕτω
100	δεινὰ	δεινὰ	δεινὰ
100	πρὸς	πρὸς	πρὸς
100	τῶν	τῶν	τῶν
100	φιλτάτων	φιλτάτων	φιλτάτων
100	,	,	,
