Author,Work,Speaker
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Ἀγαμέμνων
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Ἀγαμέμνων
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Ἀγαμέμνων
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Ἀγαμέμνων
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Ἀγαμέμνων
Sophocles,Ajax,Ἀγαμέμνων
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Ἀγαμέμνων
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Ἀγαμέμνων
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Ἀγαμέμνων
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Ἀγαμέμνων
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Ἀγαμέμνων
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Ἀγαμέμνων
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Ἀγαμέμνων
Sophocles,Ajax,Ἀγαμέμνων
Sophocles,Ajax,Χορός
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Τεῦκρος
Sophocles,Ajax,Τεῦκρος
Sophocles,Ajax,Τεῦκρος
Sophocles,Ajax,Τεῦκρος
Sophocles,Ajax,Τεῦκρος
Sophocles,Ajax,Τεῦκρος
Sophocles,Ajax,Τεῦκρος
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Ὀδυσσεύς
Sophocles,Ajax,Τεῦκρος
Sophocles,Ajax,Τεῦκρος
Sophocles,Ajax,Τεῦκρος
Sophocles,Ajax,Τεῦκρος
Sophocles,Ajax,Τεῦκρος
Sophocles,Ajax,Τεῦκρος
Sophocles,Ajax,Τεῦκρος
Sophocles,Ajax,Χορός
Sophocles,Ajax,Χορός
